Any,Categoria,Peli,Nominat,Guanyador,CategoriaNet,NominatNom,Sexe
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El fotógrafo de Mauthausen,Mar Targarona,FALSE,Millor Pel·lícula en llengua no catalana,Mar,Dona
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El fotógrafo de Mauthausen,Roger Danès,FALSE,Millor Pel·lícula en llengua no catalana,Roger,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El fotógrafo de Mauthausen,Alfred Pérez Fargas,FALSE,Millor Pel·lícula en llengua no catalana,Alfred,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Petra,Jaime Rosales,FALSE,Millor Pel·lícula en llengua no catalana,Jaime,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Petra,Clara Roquet,FALSE,Millor Pel·lícula en llengua no catalana,Clara,Dona
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Petra,Michel Gaztambide,FALSE,Millor Pel·lícula en llengua no catalana,Michel,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Viaje al cuarto de una madre,Celia Rico Clavellino,FALSE,Millor Pel·lícula en llengua no catalana,Celia,Dona
2010,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Cinéclub,Salomón Shang,FALSE,Millor Pel·lícula en llengua no catalana,Salomon,Home
2019,Best Original Score (Millor Música Original),Entre dos aguas,Raül Fernández Miró,TRUE,Millor Música Original,Raul,Home
2019,Best Original Score (Millor Música Original),El fotógrafo de Mauthausen,Diego Navarro,FALSE,Millor Música Original,Diego,Home
2019,Best Original Score (Millor Música Original),Jean-François y el sentido de la vida,Gerard Pastor,FALSE,Millor Música Original,Gerard,Home
2019,Best Original Score (Millor Música Original),Petitet,Josep Sanou,FALSE,Millor Música Original,Josep,Home
2019,Best Production Design (Millor Direcció Artística),El fotógrafo de Mauthausen,Rosa Ros,TRUE,Millor Direcció Artística,Rosa,Dona
2019,Best Production Design (Millor Direcció Artística),Quién te cantará,Laia Ateca,FALSE,Millor Direcció Artística,Laia,Dona
2011,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Uruguay,Salomón Shang,FALSE,Millor Pel·lícula en llengua no catalana,Salomon,Home
2019,Best Production Design (Millor Direcció Artística),Viaje al cuarto de una madre,Mireia Carles,FALSE,Millor Direcció Artística,Mireia,Dona
2019,Best Production Manager (Millor Direcció de Producció),El fotógrafo de Mauthausen,Eduard Vallès,TRUE,Millor Direcció de Producció,Eduard,Home
2009,Best Sound (Millor So),No me pidas que te bese porque te besaré,Salva Mayolas,FALSE,Millor So,Salva,Home
2019,Best Production Manager (Millor Direcció de Producció),Entre dos aguas,Aitor Martos,FALSE,Millor Direcció de Producció,Aitor,Home
2019,Best Production Manager (Millor Direcció de Producció),Viaje al cuarto de una madre,Josep Amorós,FALSE,Millor Direcció de Producció,Josep,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Deep,Salva Rubio,FALSE,Millor Pel·lícula d'Animació,Salva,Home
2019,Best Production Manager (Millor Direcció de Producció),Yucatán,Toni Novella,FALSE,Millor Direcció de Producció,Toni,Home
2019,Best Screenplay (Millor Guió),Viaje al cuarto de una madre,Celia Rico Clavellino,TRUE,Millor Guió,Celia,Dona
2019,Best Screenplay (Millor Guió),Entre dos aguas,Fran Araújo,FALSE,Millor Guió,Fran,Home
2017,Best Documentary (Millor Pel·lícula Documental),Priorat,Santi Suárez,FALSE,Millor Pel·lícula Documental,Santi,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Pa negre,Satur Merino,TRUE,Millor Maquillatge i Perruqueria,Satur,Home
2019,Best Screenplay (Millor Guió),Las distancias,Elena Trapé,FALSE,Millor Guió,Elena,Dona
2012,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Mientras duermes,Satur Merino,FALSE,Millor Maquillatge i Perruqueria,Satur,Home
2019,Best Screenplay (Millor Guió),Las distancias,Miguel Ibáñez Monroy,FALSE,Millor Guió,Miguel,Home
2019,Best Screenplay (Millor Guió),Petra,Clara Roquet,FALSE,Millor Guió,Clara,Dona
2019,Best Screenplay (Millor Guió),Petra,Jaime Rosales,FALSE,Millor Guió,Jaime,Home
2019,Best Screenplay (Millor Guió),Petra,Michel Gaztambide,FALSE,Millor Guió,Michel,Home
2019,Best Short Film (Millor Curtmetratge),La última virgen,Bàrbara Farré,TRUE,Millor Curtmetratge,Barbara,Dona
2019,Best Short Film (Millor Curtmetratge),La última virgen,Lucas Casanovas,TRUE,Millor Curtmetratge,Lucas,Home
2019,Best Short Film (Millor Curtmetratge),Primer estrat,Ventura Durall,FALSE,Millor Curtmetratge,Ventura,Home
2019,Best Short Film (Millor Curtmetratge),Silencio por favor,Carlos Villafaina,FALSE,Millor Curtmetratge,Carlos,Home
2019,Best Short Film (Millor Curtmetratge),Tomorrow,Andrew Tarbet,FALSE,Millor Curtmetratge,Andrew,Home
2019,Best Sound (Millor So),Entre dos aguas,Alejandro Castillo,TRUE,Millor So,Alejandro,Home
2019,Best Sound (Millor So),Entre dos aguas,Amanda Villavieja,TRUE,Millor So,Amanda,Dona
2019,Best Sound (Millor So),Jurassic World: El reino caído,Oriol Tarragó,FALSE,Millor So,Oriol,Home
2019,Best Sound (Millor So),Superlópez,Marc Orts,FALSE,Millor So,Marc,Home
2019,Best Sound (Millor So),Superlópez,Oriol Tarragó,FALSE,Millor So,Oriol,Home
2019,Best Sound (Millor So),Superlópez,Sergio Bürmann,FALSE,Millor So,Sergio,Home
2019,Best Sound (Millor So),Viaje al cuarto de una madre,Albert Manera,FALSE,Millor So,Albert,Home
2019,Best Sound (Millor So),Viaje al cuarto de una madre,Amanda Villavieja,FALSE,Millor So,Amanda,Dona
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),Vida privada,Silvia Munt,TRUE,Millor Pel·lícula per a Televisió,Silvia,Dona
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),Vida privada,Coral Cruz,TRUE,Millor Pel·lícula per a Televisió,Coral,Dona
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),De la ley a la ley,Sílvia Quer,FALSE,Millor Pel·lícula per a Televisió,Silvia,Dona
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),De la ley a la ley,Helena Medina,FALSE,Millor Pel·lícula per a Televisió,Helena,Dona
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),El nom,Joel Joan,FALSE,Millor Pel·lícula per a Televisió,Joel,Home
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),El nom,Jordi Galceran,FALSE,Millor Pel·lícula per a Televisió,Jordi,Home
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),Vilafranca,Lluís Maria Güell,FALSE,Millor Pel·lícula per a Televisió,Lluis,Home
2019,Best TV-Movie (Millor Pel·lícula per a Televisió),Vilafranca,Jordi Casanovas,FALSE,Millor Pel·lícula per a Televisió,Jordi,Home
2019,Best Visual Effects (Millors Efectes Visuals),Superlópez,Laura Pedro,TRUE,Millors Efectes Visuals,Laura,Dona
2019,Best Visual Effects (Millors Efectes Visuals),Superlópez,Lluís Rivera,TRUE,Millors Efectes Visuals,Lluis,Home
2019,Best Visual Effects (Millors Efectes Visuals),Superlópez,Ricardo Barriga Ayala,TRUE,Millors Efectes Visuals,Ricardo,Home
2019,Best Visual Effects (Millors Efectes Visuals),Durante la tormenta,Àlex Villagrasa,FALSE,Millors Efectes Visuals,Alex,Home
2019,Best Visual Effects (Millors Efectes Visuals),Durante la tormenta,Lluís Rivera,FALSE,Millors Efectes Visuals,Lluis,Home
2019,Best Visual Effects (Millors Efectes Visuals),El fotógrafo de Mauthausen,Jordi San Agustín,FALSE,Millors Efectes Visuals,Jordi,Home
2019,Best Visual Effects (Millors Efectes Visuals),La sombra de la ley,Félix Bergés,FALSE,Millors Efectes Visuals,Felix,Home
2019,Best Visual Effects (Millors Efectes Visuals),La sombra de la ley,Lluís Rivera,FALSE,Millors Efectes Visuals,Lluis,Home
2020,Best Cinematography (Millor Fotografia),La hija de un ladrón,Neus Ollé,FALSE,Millor Fotografia,Neus,Dona
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),El bosque,Satur Merino,FALSE,Millor Maquillatge i Perruqueria,Satur,Home
2020,Best Cinematography (Millor Fotografia),Lo que arde,Mauro Herce,FALSE,Millor Fotografia,Mauro,Home
2020,Best Cinematography (Millor Fotografia),Los días que vendrán,Alex García,FALSE,Millor Fotografia,Alex,Home
2020,Best Costume Design (Millor Vestuari),Elisa y Marcela,Mercè Paloma,FALSE,Millor Vestuari,Merce,Dona
2020,Best Costume Design (Millor Vestuari),La hija de un ladrón,Desirée Guirao,FALSE,Millor Vestuari,Desiree,Dona
2020,Best Costume Design (Millor Vestuari),Liberté,Rosa Tharrats,FALSE,Millor Vestuari,Rosa,Dona
2009,Best Sound (Millor So),Vicky Cristina Barcelona,Shaun Mills,FALSE,Millor So,Shaun,Home
2020,Best Documentary (Millor Pel·lícula Documental),City for Sale,Laura Alvarez Soler,FALSE,Millor Pel·lícula Documental,Laura,Dona
2020,Best Documentary (Millor Pel·lícula Documental),City for Sale,Laia Manresa,FALSE,Millor Pel·lícula Documental,Laia,Dona
2020,Best Documentary (Millor Pel·lícula Documental),El cuarto reino. El reino de los plásticos,Adán Aliaga,FALSE,Millor Pel·lícula Documental,Adan,Home
2020,Best Documentary (Millor Pel·lícula Documental),El cuarto reino. El reino de los plásticos,Àlex Lora,FALSE,Millor Pel·lícula Documental,Alex,Home
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),Blancanieves,Sylvie Imbert,FALSE,Millor Maquillatge i Perruqueria,Sylvie,Dona
2020,Best Documentary (Millor Pel·lícula Documental),"Idrissa, crónica de una muerte cualquiera",Xavier Artigas,FALSE,Millor Pel·lícula Documental,Xavier,Home
2020,Best Documentary (Millor Pel·lícula Documental),"Idrissa, crónica de una muerte cualquiera",Laia Manresa,FALSE,Millor Pel·lícula Documental,Laia,Dona
2020,Best Documentary (Millor Pel·lícula Documental),"Peret, yo soy la rumba",Paloma Zapata,FALSE,Millor Pel·lícula Documental,Paloma,Dona
2016,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Nadie quiere la noche,Sylvie Imbert,TRUE,Millor Maquillatge i Perruqueria,Sylvie,Dona
2020,Best European Film (Millor Pel·lícula Europea),La favorita,Deborah Davis,FALSE,Millor Pel·lícula Europea,Deborah,Dona
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Abracadabra,Sylvie Imbert,FALSE,Millor Maquillatge i Perruqueria,Sylvie,Dona
2020,Best European Film (Millor Pel·lícula Europea),Lazzaro feliz,Alice Rohrwacher,FALSE,Millor Pel·lícula Europea,Alice,Dona
2020,Best European Film (Millor Pel·lícula Europea),Lo que arde,Oliver Laxe,FALSE,Millor Pel·lícula Europea,Oliver,Home
2020,Best European Film (Millor Pel·lícula Europea),Lo que arde,Santiago Fillol,FALSE,Millor Pel·lícula Europea,Santiago,Home
2017,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La mort de Louis XIV,Thierry Lounas,FALSE,Millor Pel·lícula en llengua no catalana,Thierry,Home
2020,Best Female Lead (Millor Protagonista Femenina),La filla d'algú,Aina Clotet,FALSE,Millor Protagonista Femenina,Aina,Dona
2020,Best Female Lead (Millor Protagonista Femenina),La hija de un ladrón,Greta Fernández,FALSE,Millor Protagonista Femenina,Greta,Dona
2020,Best Female Lead (Millor Protagonista Femenina),La inocencia,Carmen Arrufat,FALSE,Millor Protagonista Femenina,Carmen,Dona
2020,Best Female Lead (Millor Protagonista Femenina),Los días que vendrán,Maria Rodríguez Soto,FALSE,Millor Protagonista Femenina,Maria,Dona
2020,Best Film (Millor Pel·lícula),7 razones para huir,Esteve Soler,FALSE,Millor Pel·lícula,Esteve,Home
2020,Best Film (Millor Pel·lícula),7 razones para huir,Gerard Quinto,FALSE,Millor Pel·lícula,Gerard,Home
2020,Best Film (Millor Pel·lícula),7 razones para huir,David Torras,FALSE,Millor Pel·lícula,David,Home
2020,Best Film (Millor Pel·lícula),El viaje de Marta (Staff Only),Neus Ballús,FALSE,Millor Pel·lícula,Neus,Dona
2020,Best Film (Millor Pel·lícula),El viaje de Marta (Staff Only),Pau Subirós,FALSE,Millor Pel·lícula,Pau,Home
2020,Best Film (Millor Pel·lícula),La inocencia,Lucía Alemany,FALSE,Millor Pel·lícula,Lucia,Dona
2020,Best Film (Millor Pel·lícula),La inocencia,Laia Soler,FALSE,Millor Pel·lícula,Laia,Dona
2020,Best Film (Millor Pel·lícula),Los días que vendrán,Carlos Marques-Marcet,FALSE,Millor Pel·lícula,Carlos,Home
2020,Best Film (Millor Pel·lícula),Los días que vendrán,Clara Roquet,FALSE,Millor Pel·lícula,Clara,Dona
2020,Best Film (Millor Pel·lícula),Los días que vendrán,Coral Cruz,FALSE,Millor Pel·lícula,Coral,Dona
2020,Best Film Editing (Millor Muntatge),Dolor y gloria,Teresa Font,FALSE,Millor Muntatge,Teresa,Dona
2020,Best Film Editing (Millor Muntatge),La hija de un ladrón,Bernat Aragonés,FALSE,Millor Muntatge,Bernat,Home
2020,Best Film Editing (Millor Muntatge),La inocencia,Juliana Montañés,FALSE,Millor Muntatge,Juliana,Dona
2020,Best Film Editing (Millor Muntatge),Los días que vendrán,Ana Pfaff,FALSE,Millor Muntatge,Ana,Dona
2020,Best Film Editing (Millor Muntatge),Los días que vendrán,Carlos Marques-Marcet,FALSE,Millor Muntatge,Carlos,Home
2020,Best Film Editing (Millor Muntatge),Los días que vendrán,Óscar de Gispert,FALSE,Millor Muntatge,Oscar,Home
2020,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Elisa y Marcela,Montse Sanfeliu,FALSE,Millor Maquillatge i Perruqueria,Montse,Dona
2018,Best Art Direction (Millor Direcció Artística),Tierra firme,Tim Dickel,FALSE,Millor Direcció Artística,Tim,Home
2020,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),La hija de un ladrón,Elisa Alonso,FALSE,Millor Maquillatge i Perruqueria,Elisa,Dona
2020,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),La inocencia,Natalia Montoya,FALSE,Millor Maquillatge i Perruqueria,Natalia,Dona
2012,Best European Film (Millor Pel·lícula Europea),El discurso del rey,Tom Hooper,TRUE,Millor Pel·lícula Europea,Tom,Home
2012,Best Animated Feature (Millor Pel·lícula d'Animació),Chico & Rita,Tono Errando,TRUE,Millor Pel·lícula d'Animació,Tono,Home
2020,Best Male Lead (Millor Protagonista Masculí),El viaje de Marta (Staff Only),Sergi López,FALSE,Millor Protagonista Masculí,Sergi,Home
2020,Best Male Lead (Millor Protagonista Masculí),La hija de un ladrón,Eduard Fernández,FALSE,Millor Protagonista Masculí,Eduard,Home
2020,Best Male Lead (Millor Protagonista Masculí),Los días que vendrán,David Verdaguer,FALSE,Millor Protagonista Masculí,David,Home
2012,Best Director (Millor Director),Chico & Rita,Tono Errando,FALSE,Millor Direcció,Tono,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El Hoyo,Galder Gaztelu-Urrutia,FALSE,Millor Pel·lícula en llengua no catalana,Galder,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El Hoyo,David Desola,FALSE,Millor Pel·lícula en llengua no catalana,David,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),El Hoyo,Pedro Rivero,FALSE,Millor Pel·lícula en llengua no catalana,Pedro,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La hija de un ladrón,Belén Funes,FALSE,Millor Pel·lícula en llengua no catalana,Belen,Dona
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La hija de un ladrón,Marçal Cebrian,FALSE,Millor Pel·lícula en llengua no catalana,Marcal,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Liberté,Albert Serra,FALSE,Millor Pel·lícula en llengua no catalana,Albert,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Ojos Negros,Marta Lallana,FALSE,Millor Pel·lícula en llengua no catalana,Marta,Dona
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Ojos Negros,Ivet Castelo,FALSE,Millor Pel·lícula en llengua no catalana,Ivet,Dona
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Ojos Negros,Iván Alarcón,FALSE,Millor Pel·lícula en llengua no catalana,Ivan,Home
2020,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Ojos Negros,Sandra García,FALSE,Millor Pel·lícula en llengua no catalana,Sandra,Dona
2020,Best Original Score (Millor Música Original),Elisa y Marcela,Sofia Oriana Infante,FALSE,Millor Música Original,Sofia,Dona
2020,Best Original Score (Millor Música Original),La vida sin Sara Amat,Pau Vallvé,FALSE,Millor Música Original,Pau,Home
2020,Best Original Score (Millor Música Original),Ojos Negros,Raül Fernández Miró,FALSE,Millor Música Original,Raul,Home
2017,Best Documentary (Millor Pel·lícula Documental),Priorat,Tono Folguera,FALSE,Millor Pel·lícula Documental,Tono,Home
2020,Best Production Design (Millor Direcció Artística),Elisa y Marcela,Sylvia Steinbrecht,FALSE,Millor Direcció Artística,Sylvia,Dona
2020,Best Production Design (Millor Direcció Artística),La hija de un ladrón,Marta Bazaco,FALSE,Millor Direcció Artística,Marta,Dona
2020,Best Production Design (Millor Direcció Artística),Los días que vendrán,Ana Pons-Formosa,FALSE,Millor Direcció Artística,Ana,Dona
2020,Best Production Design (Millor Direcció Artística),Paradise Hills,Laia Colet,FALSE,Millor Direcció Artística,Laia,Dona
2020,Best Production Manager (Millor Direcció de Producció),7 razones para huir,Aritz Cirbián Casado,FALSE,Millor Direcció de Producció,Aritz,Home
2020,Best Production Manager (Millor Direcció de Producció),7 razones para huir,Albert Molins,FALSE,Millor Direcció de Producció,Albert,Home
2020,Best Production Manager (Millor Direcció de Producció),La hija de un ladrón,Marta Ramírez,FALSE,Millor Direcció de Producció,Marta,Dona
2020,Best Production Manager (Millor Direcció de Producció),Los días que vendrán,Sergi Moreno,FALSE,Millor Direcció de Producció,Sergi,Home
2020,Best Production Manager (Millor Direcció de Producció),Los días que vendrán,Tono Folguera,FALSE,Millor Direcció de Producció,Tono,Home
2009,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Reencarnación,Tony Corvillo,FALSE,Millor Actor Secundari,Tony,Home
2020,Best Production Manager (Millor Direcció de Producció),Quien a hierro mata,Oriol Maymó,FALSE,Millor Direcció de Producció,Oriol,Home
2020,Best Screenplay (Millor Guió),El Hoyo,David Desola,FALSE,Millor Guió,David,Home
2020,Best Screenplay (Millor Guió),El Hoyo,Pedro Rivero,FALSE,Millor Guió,Pedro,Home
2020,Best Screenplay (Millor Guió),La hija de un ladrón,Belén Funes,FALSE,Millor Guió,Belen,Dona
2020,Best Screenplay (Millor Guió),La hija de un ladrón,Marçal Cebrian,FALSE,Millor Guió,Marcal,Home
2020,Best Screenplay (Millor Guió),La inocencia,Lucía Alemany,FALSE,Millor Guió,Lucia,Dona
2020,Best Screenplay (Millor Guió),La inocencia,Laia Soler,FALSE,Millor Guió,Laia,Dona
2020,Best Screenplay (Millor Guió),Los días que vendrán,Carlos Marques-Marcet,FALSE,Millor Guió,Carlos,Home
2020,Best Screenplay (Millor Guió),Los días que vendrán,Clara Roquet,FALSE,Millor Guió,Clara,Dona
2020,Best Screenplay (Millor Guió),Los días que vendrán,Coral Cruz,FALSE,Millor Guió,Coral,Dona
2020,Best Short Film (Millor Curtmetratge),Después también,Carla Simón,FALSE,Millor Curtmetratge,Carla,Dona
2020,Best Short Film (Millor Curtmetratge),Después también,Valentina Viso,FALSE,Millor Curtmetratge,Valentina,Dona
2020,Best Short Film (Millor Curtmetratge),Después también,Aina Clotet,FALSE,Millor Curtmetratge,Aina,Dona
2020,Best Short Film (Millor Curtmetratge),La higuera,Mikel Mas,FALSE,Millor Curtmetratge,Mikel,Home
2020,Best Short Film (Millor Curtmetratge),La higuera,Cristian Rubio,FALSE,Millor Curtmetratge,Cristian,Home
2020,Best Short Film (Millor Curtmetratge),Suc de síndria,Irene Moray,FALSE,Millor Curtmetratge,Irene,Dona
2020,Best Short Film (Millor Curtmetratge),Tahrib,Gerard V. Cortés,FALSE,Millor Curtmetratge,Gerard,Home
2020,Best Short Film (Millor Curtmetratge),Tahrib,Gerard Cortés Vidal,FALSE,Millor Curtmetratge,Gerard,Home
2020,Best Sound (Millor So),Dolor y gloria,Sergio Bürmann,FALSE,Millor So,Sergio,Home
2020,Best Sound (Millor So),Dolor y gloria,Marc Orts,FALSE,Millor So,Marc,Home
2020,Best Sound (Millor So),El viaje de Marta (Staff Only),Amanda Villavieja,FALSE,Millor So,Amanda,Dona
2020,Best Sound (Millor So),El viaje de Marta (Staff Only),Albert Manera,FALSE,Millor So,Albert,Home
2020,Best Sound (Millor So),La hija de un ladrón,Sergio Rueda,FALSE,Millor So,Sergio,Home
2020,Best Sound (Millor So),La hija de un ladrón,Enrique G. Bermejo,FALSE,Millor So,Enrique,Home
2020,Best Sound (Millor So),La hija de un ladrón,Carlos Jiménez,FALSE,Millor So,Carlos,Home
2020,Best Sound (Millor So),Los días que vendrán,Diego Casares,FALSE,Millor So,Diego,Home
2020,Best Sound (Millor So),Los días que vendrán,Borja Barrena,FALSE,Millor So,Borja,Home
2020,Best Sound (Millor So),Los días que vendrán,Jonathan Darch,FALSE,Millor So,Jonathan,Home
2020,Best Sound (Millor So),Los días que vendrán,Dani Zacarías,FALSE,Millor So,Dani,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),Cançó per a tu,Oriol Ferrer,FALSE,Millor Pel·lícula per a Televisió,Oriol,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),Cançó per a tu,Marta Grau,FALSE,Millor Pel·lícula per a Televisió,Marta,Dona
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),L'enigma Verdaguer,Lluís Maria Güell,FALSE,Millor Pel·lícula per a Televisió,Lluis,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),L'enigma Verdaguer,David Plana,FALSE,Millor Pel·lícula per a Televisió,David,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),La catedral del mar,Jordi Frades,FALSE,Millor Pel·lícula per a Televisió,Jordi,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),La catedral del mar,Antonio Onetti,FALSE,Millor Pel·lícula per a Televisió,Antonio,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),La catedral del mar,Sergio Barrejón,FALSE,Millor Pel·lícula per a Televisió,Sergio,Home
2020,Best European Film (Millor Pel·lícula Europea),La favorita,Tony McNamara,FALSE,Millor Pel·lícula Europea,Tony,Home
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),La dona del segle,Sílvia Quer,FALSE,Millor Pel·lícula per a Televisió,Silvia,Dona
2020,Best TV-Movie (Millor Pel·lícula per a Televisió),La dona del segle,Margarita Melgar,FALSE,Millor Pel·lícula per a Televisió,Margarita,Dona
2020,Best Visual Effects (Millors Efectes Visuals),Dolor y gloria,Montse Ribé,FALSE,Millors Efectes Visuals,Montse,Dona
2020,Best Visual Effects (Millors Efectes Visuals),Dolor y gloria,Óscar Abades,FALSE,Millors Efectes Visuals,Oscar,Home
2020,Best Visual Effects (Millors Efectes Visuals),Dolor y gloria,Eduardo Díaz,FALSE,Millors Efectes Visuals,Eduardo,Home
2012,Best Documentary (Millor Pel·lícula Documental),La maleta mexicana,Trisha Ziff,FALSE,Millor Pel·lícula Documental,Trisha,Dona
2020,Best Visual Effects (Millors Efectes Visuals),El Hoyo,Mario Campoy,FALSE,Millors Efectes Visuals,Mario,Home
2020,Best Visual Effects (Millors Efectes Visuals),El Hoyo,Irene Río,FALSE,Millors Efectes Visuals,Irene,Dona
2020,Best Visual Effects (Millors Efectes Visuals),El Hoyo,Iñaki Madariaga,FALSE,Millors Efectes Visuals,Inaki,Home
2020,Best Visual Effects (Millors Efectes Visuals),Nacido Rey,Bernat Aragonés,FALSE,Millors Efectes Visuals,Bernat,Home
2020,Best Visual Effects (Millors Efectes Visuals),Paradise Hills,Esther Ballesteros,FALSE,Millors Efectes Visuals,Esther,Dona
2020,Best Visual Effects (Millors Efectes Visuals),Paradise Hills,Àlex Villagrasa,FALSE,Millors Efectes Visuals,Alex,Home
2009,Best Director (Millor Director),El cant dels ocells,Albert Serra,TRUE,Millor Direcció,Albert,Home
2009,Best Director (Millor Director),Pretextos,Silvia Munt,FALSE,Millor Direcció,Silvia,Dona
2009,Best Director (Millor Director),Forasteros,Ventura Pons,FALSE,Millor Direcció,Ventura,Home
2009,Best Director (Millor Director),Bienvenido a Farewell-Gutmann,Xavi Puebla,FALSE,Millor Direcció,Xavi,Home
2009,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Azaña,Jordi Dauder,TRUE,Millor Protagonista Masculí,Jordi,Home
2009,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Vicky Cristina Barcelona,Javier Bardem,FALSE,Millor Protagonista Masculí,Javier,Home
2009,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Forasteros,Joan Pera,FALSE,Millor Protagonista Masculí,Joan,Home
2009,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Bienvenido a Farewell-Gutmann,Lluís Soler,FALSE,Millor Protagonista Masculí,Lluis,Home
2009,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Bienvenido a Farewell-Gutmann,Pep Anton Muñoz,TRUE,Millor Actor Secundari,Pep,Home
2014,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),Todos queremos lo mejor para ella,Txus González,FALSE,Millor Maquillatge i Perruqueria,Txus,Dona
2015,Best European Film (Millor Pel·lícula Europea),La gran belleza,Umberto Contarello,TRUE,Millor Pel·lícula Europea,Umberto,Home
2014,Best Female Lead (Millor Protagonista Femenina),Una merienda en Ginebra,Vicky Peña,FALSE,Millor Protagonista Femenina,Vicky,Dona
2009,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Forasteros,Anna Lizaran,TRUE,Millor Protagonista Femenina,Anna,Dona
2009,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Bienvenido a Farewell-Gutmann,Ana Fernández,FALSE,Millor Protagonista Femenina,Ana,Dona
2009,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Diario de una ninfómana,Belén Fabra,FALSE,Millor Protagonista Femenina,Belen,Dona
2009,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Pretextos,Silvia Munt,FALSE,Millor Protagonista Femenina,Silvia,Dona
2009,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Vicky Cristina Barcelona,Penélope Cruz,TRUE,Millor Actriu Secundària,Penelope,Dona
2009,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Reencarnación,Judit Uriach,FALSE,Millor Actriu Secundària,Judit,Dona
2012,Best Supporting Actress (Millor Actriu Secundària),Catalunya über alles!,Vicky Peña,TRUE,Millor Actriu Secundària,Vicky,Dona
2009,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),No me pidas que te bese porque te besaré,Rebeca Comerma,FALSE,Millor Actriu Secundària,Rebeca,Dona
2010,Best Director (Millor Director),Tres dies amb la família,Mar Coll,TRUE,Millor Direcció,Mar,Dona
